2.000000000000000042e-02 1.855166686937081977e+03 1.855205721365675572e+03 3.025285522109458611e+02 1.943098966192976320e+02
4.000000000000000083e-02 2.968659096325154678e+03 2.969270644710530178e+03 3.240129171175366878e+02 2.462659309296888068e+02
5.999999999999999778e-02 3.175145479872298893e+03 3.175461639888550508e+03 3.475068161396458208e+02 2.959217475219459175e+02
8.000000000000000167e-02 2.915800934033541125e+03 2.916278352881918181e+03 3.633567946197620699e+02 3.284093918310466051e+02
1.000000000000000056e-01 2.727636783106390794e+03 2.727257297749306872e+03 3.679440734069151517e+02 3.416539812844529251e+02
1.199999999999999956e-01 2.608505411672012997e+03 2.608414800412931072e+03 3.636251777043142397e+02 3.411562247886589034e+02
1.400000000000000133e-01 2.520375019798848371e+03 2.520326517056513694e+03 3.550269516412161579e+02 3.340394462825361188e+02
1.600000000000000033e-01 2.444142666035986622e+03 2.444125537124611128e+03 3.455003138546616697e+02 3.251281079257676652e+02
1.799999999999999933e-01 2.371551843793895387e+03 2.371549797662445144e+03 3.363729278754562415e+02 3.164155521694482331e+02
2.000000000000000111e-01 2.299107570991054672e+03 2.299121186246848083e+03 3.277341911234994996e+02 3.082166185848105329e+02
2.200000000000000011e-01 2.225463369143199088e+03 2.225506260769869186e+03 3.193034339842303098e+02 3.002694467822083197e+02
2.399999999999999911e-01 2.150260414168769785e+03 2.150926457711784678e+03 3.108527854509786721e+02 2.923083513767971340e+02
2.600000000000000089e-01 2.073610616548648977e+03 2.073563481465162567e+03 3.022766853640221143e+02 2.842123945181767226e+02
2.800000000000000266e-01 1.995858589509680314e+03 1.995849069284281313e+03 2.935525789082092842e+02 2.759597410214128104e+02
2.999999999999999889e-01 1.917438652299097157e+03 1.917447811984230839e+03 2.846889055139817515e+02 2.675715849093172665e+02
3.200000000000000067e-01 1.838817986765661772e+03 1.838859390830576103e+03 2.757339312429349434e+02 2.590852563462392482e+02
3.400000000000000244e-01 1.760451340260260622e+03 1.760371582040145313e+03 2.667155546730550668e+02 2.505432060781504617e+02
3.599999999999999867e-01 1.682773032030127069e+03 1.682758999760671259e+03 2.576854044071543512e+02 2.419881982940607088e+02
3.800000000000000044e-01 1.606171196044670069e+03 1.606180321966315432e+03 2.486833315900124433e+02 2.334610069278573121e+02
4.000000000000000222e-01 1.531003768207028770e+03 1.531116233644132080e+03 2.397541278556811051e+02 2.249992486243568806e+02
4.199999999999999845e-01 1.457546972005729913e+03 1.457535476917501683e+03 2.309191103174030388e+02 2.166368054160915619e+02
4.400000000000000022e-01 1.386081471821398736e+03 1.386082074447612968e+03 2.222248703140220414e+02 2.084035781962349176e+02
4.600000000000000200e-01 1.316786679694814666e+03 1.316891420220134705e+03 2.136911080834222787e+02 2.003254515271505056e+02
4.799999999999999822e-01 1.249814474135746423e+03 1.249808524802143438e+03 2.053381580725855429e+02 1.924243894312017176e+02
5.000000000000000000e-01 1.185309628226605128e+03 1.185318391742591075e+03 1.971924593218913628e+02 1.847186181646782188e+02
5.200000000000000178e-01 1.123338755348868290e+03 1.123305393458983190e+03 1.892665568508840011e+02 1.772228680082346841e+02
5.400000000000000355e-01 1.063948928958780016e+03 1.063950354373826485e+03 1.815693260539802338e+02 1.699486477839241161e+02
5.600000000000000533e-01 1.007171235301029810e+03 1.007261356179566064e+03 1.741154926033116510e+02 1.629045382973660878e+02
5.799999999999999600e-01 9.529959044130009715e+02 9.529892192608098185e+02 1.669083743932617381e+02 1.560964896872159215e+02
