4.000000000000000083e-02 9.122354089090787710e+00 8.024253023576884303e+00
5.999999999999999778e-02 1.359632771029978748e+01 9.442205868653108070e+00
8.000000000000000167e-02 1.798077621946888272e+01 1.816618398652245148e+01
1.000000000000000056e-01 2.224619103255453467e+01 1.796823682396632194e+01
1.199999999999999956e-01 2.638290377401423825e+01 2.411067926612533441e+01
1.400000000000000133e-01 3.037785090085787232e+01 2.793497285455453749e+01
1.600000000000000033e-01 3.424441167692138066e+01 3.173297526222245324e+01
1.799999999999999933e-01 3.796287627879193849e+01 3.637734889999633481e+01
2.000000000000000111e-01 4.153892126090695314e+01 4.151649203789942533e+01
2.200000000000000011e-01 4.497737821871280772e+01 4.257400295383157385e+01
2.399999999999999911e-01 4.825935992320538048e+01 4.586576219807626131e+01
2.600000000000000089e-01 5.139258198363198460e+01 4.826611007443491275e+01
2.800000000000000266e-01 5.437101587967629257e+01 5.002381814900546431e+01
2.999999999999999889e-01 5.719600654206975321e+01 5.152909666022264901e+01
3.200000000000000067e-01 5.984258841519896777e+01 5.270058336036839108e+01
3.400000000000000244e-01 6.232118687014977354e+01 5.309308188583804622e+01
3.599999999999999867e-01 6.459703804103081382e+01 5.317418509986983111e+01
3.800000000000000044e-01 6.668903977308052333e+01 5.255027456934344343e+01
4.000000000000000222e-01 6.860699161724851081e+01 4.991150599903219387e+01
4.199999999999999845e-01 7.032490835642255433e+01 5.046347690837872335e+01
4.400000000000000022e-01 7.188519827756707059e+01 5.748951283881454088e+01
4.600000000000000200e-01 7.326467791244084538e+01 5.513274746686015959e+01
4.799999999999999822e-01 7.449655475401803528e+01 6.285648579523378743e+01
5.000000000000000000e-01 7.557988823953999713e+01 5.611605784634380711e+01
5.200000000000000178e-01 7.648935661919185236e+01 6.374066519582259360e+01
5.400000000000000355e-01 7.728616676584128697e+01 6.507605656111330461e+01
5.600000000000000533e-01 7.797672720295493320e+01 6.637588923563973253e+01
5.799999999999999600e-01 7.855805125571792757e+01 6.829499673825651485e+01
5.999999999999999778e-01 7.902078896718602152e+01 6.777275789313668497e+01
6.199999999999999956e-01 7.937560637731824897e+01 6.830392139381909544e+01
6.400000000000000133e-01 7.968746455860285494e+01 7.382665899510188012e+01
6.600000000000000311e-01 7.993190877883111511e+01 7.328117607123198241e+01
6.800000000000000488e-01 8.004518994607322213e+01 7.580955814718417685e+01
7.000000000000000666e-01 8.021559566742938330e+01 7.567230291396150221e+01
7.199999999999999734e-01 8.020405962122630683e+01 7.415804025176748837e+01
7.399999999999999911e-01 8.014941526117225123e+01 8.218851324908133904e+01
7.600000000000000089e-01 8.010463335585934885e+01 7.706178406467878972e+01
7.800000000000000266e-01 7.998721251837312707e+01 7.566129429932679784e+01
8.000000000000000444e-01 7.982929091809087652e+01 7.440493205830345858e+01
8.200000000000000622e-01 7.965032487443981779e+01 7.271576808570382866e+01
8.399999999999999689e-01 7.947244445374404620e+01 7.208480763128042668e+01
8.599999999999999867e-01 7.917968596743908449e+01 7.645001567141832766e+01
8.800000000000000044e-01 7.875240317096145759e+01 7.258452793915286350e+01
9.000000000000000222e-01 7.849758603570286652e+01 7.169645815258139976e+01
9.200000000000000400e-01 7.824023624796629406e+01 7.188786241843271796e+01
9.400000000000000577e-01 7.780684031629350272e+01 7.078579727067143779e+01
9.599999999999999645e-01 7.755958294753990856e+01 7.282077953032865025e+01
