2.000000000000000111e-01 -6.479900910321490848e+00
2.000000000000000111e-01 -5.684443847753518853e+00
2.000000000000000111e-01 -5.660674188599138290e+00
2.000000000000000111e-01 -5.636907029823848170e+00
2.000000000000000111e-01 -5.488446231642515549e+00
2.000000000000000111e-01 -4.903961636994406348e+00
2.000000000000000111e-01 -4.881199513340393814e+00
2.000000000000000111e-01 -4.858414132482164582e+00
2.000000000000000111e-01 -4.800512298823613300e+00
2.000000000000000111e-01 -4.780408266744665902e+00
2.000000000000000111e-01 -4.757566794394392673e+00
2.000000000000000111e-01 -4.734709510141835054e+00
2.000000000000000111e-01 -4.654167446641161554e+00
2.000000000000000111e-01 -4.651944246712097275e+00
2.000000000000000111e-01 -4.350759875531254650e+00
2.000000000000000111e-01 -4.328805844676304915e+00
2.000000000000000111e-01 -4.306792020678226862e+00
2.000000000000000111e-01 -4.233866496134798041e+00
2.000000000000000111e-01 -4.222520915048316503e+00
2.000000000000000111e-01 -4.200571507428588092e+00
2.000000000000000111e-01 -4.178568132609227881e+00
2.000000000000000111e-01 -4.102358743927720930e+00
2.000000000000000111e-01 -4.086009167660419550e+00
2.000000000000000111e-01 -4.064108244206744658e+00
2.000000000000000111e-01 -4.042202432557950864e+00
2.000000000000000111e-01 -3.978143366589521168e+00
2.000000000000000111e-01 -3.955588112276211543e+00
2.000000000000000111e-01 -3.933015374436557909e+00
2.000000000000000111e-01 -3.880847834899692650e+00
2.000000000000000111e-01 -3.872992499944366340e+00
2.000000000000000111e-01 -3.858045880274265649e+00
2.000000000000000111e-01 -3.852100622239392980e+00
2.000000000000000111e-01 -3.835234477369148021e+00
2.000000000000000111e-01 -3.744452982926613327e+00
2.000000000000000111e-01 -3.547421664505765904e+00
2.000000000000000111e-01 -3.526351307924239009e+00
2.000000000000000111e-01 -3.505271065533952513e+00
2.000000000000000111e-01 -3.433991272434032460e+00
2.000000000000000111e-01 -3.426490756796851223e+00
2.000000000000000111e-01 -3.425759934584314603e+00
2.000000000000000111e-01 -3.412202342363134910e+00
2.000000000000000111e-01 -3.404778786144177172e+00
2.000000000000000111e-01 -3.390366792805034279e+00
2.000000000000000111e-01 -3.383779218508024655e+00
2.000000000000000111e-01 -3.380273662566541049e+00
2.000000000000000111e-01 -3.357504197980881067e+00
2.000000000000000111e-01 -3.334732663959669274e+00
2.000000000000000111e-01 -3.321190088363509929e+00
2.000000000000000111e-01 -3.312777892474206176e+00
2.000000000000000111e-01 -3.311959059268263506e+00
2.000000000000000111e-01 -3.299313088383090342e+00
2.000000000000000111e-01 -3.289183392192396305e+00
2.000000000000000111e-01 -3.286441956198276060e+00
2.000000000000000111e-01 -3.277389546606598092e+00
2.000000000000000111e-01 -3.199377606654394413e+00
2.000000000000000111e-01 -3.126532660871196523e+00
2.000000000000000111e-01 -3.103773017805678158e+00
2.000000000000000111e-01 -3.097435215660780283e+00
2.000000000000000111e-01 -3.080985182480248774e+00
2.000000000000000111e-01 -3.070354218509032673e+00
2.000000000000000111e-01 -3.069093435020218141e+00
2.000000000000000111e-01 -3.047164953601886772e+00
2.000000000000000111e-01 -3.046732629009258897e+00
2.000000000000000111e-01 -3.025232518459507247e+00
2.000000000000000111e-01 -3.023113326696427627e+00
2.000000000000000111e-01 -2.989593406914715423e+00
2.000000000000000111e-01 -2.986380223777937104e+00
2.000000000000000111e-01 -2.955454222494122707e+00
2.000000000000000111e-01 -2.935246829938607416e+00
2.000000000000000111e-01 -2.915028822784778928e+00
2.000000000000000111e-01 -2.848620251794839131e+00
2.000000000000000111e-01 -2.826250051807500441e+00
2.000000000000000111e-01 -2.803874413904670515e+00
2.000000000000000111e-01 -2.781493318115296542e+00
2.000000000000000111e-01 -2.762334089137181703e+00
2.000000000000000111e-01 -2.759106750417982923e+00
2.000000000000000111e-01 -2.755525896031854938e+00
2.000000000000000111e-01 -2.723933515635723612e+00
2.000000000000000111e-01 -2.701604119802113679e+00
2.000000000000000111e-01 -2.679266931855813993e+00
2.000000000000000111e-01 -2.664173215573486075e+00
2.000000000000000111e-01 -2.656922034731182158e+00
2.000000000000000111e-01 -2.643314662445476859e+00
2.000000000000000111e-01 -2.634569510545023086e+00
2.000000000000000111e-01 -2.631555837921547791e+00
2.000000000000000111e-01 -2.622437477950365636e+00
2.000000000000000111e-01 -2.607604074793902438e+00
2.000000000000000111e-01 -2.594613568673569404e+00
2.000000000000000111e-01 -2.583655929064762713e+00
2.000000000000000111e-01 -2.572556082723824300e+00
2.000000000000000111e-01 -2.550428735442883621e+00
2.000000000000000111e-01 -2.547481038777674733e+00
2.000000000000000111e-01 -2.539423528859388490e+00
2.000000000000000111e-01 -2.526565461943396151e+00
