1.000000000000000021e-02 1.000000000000000021e-02 1.480835998268759113e+03
1.000000000000000021e-02 2.000000000000000042e-02 1.857620077361232688e+03
1.000000000000000021e-02 2.999999999999999889e-02 2.433382737265787910e+03
1.000000000000000021e-02 4.000000000000000083e-02 2.970684083836161335e+03
1.000000000000000021e-02 5.000000000000000278e-02 3.207366512025799693e+03
1.000000000000000021e-02 5.999999999999999778e-02 3.174601596667159356e+03
1.000000000000000021e-02 7.000000000000000666e-02 3.045152791258942671e+03
1.000000000000000021e-02 8.000000000000000167e-02 2.915212464849048501e+03
1.000000000000000021e-02 8.999999999999999667e-02 2.809594290642536180e+03
1.000000000000000021e-02 1.000000000000000056e-01 2.727260838852885172e+03
1.000000000000000021e-02 1.100000000000000006e-01 2.662023732202811516e+03
1.000000000000000021e-02 1.199999999999999956e-01 2.608257039860006898e+03
1.000000000000000021e-02 1.300000000000000044e-01 2.561891107699665099e+03
1.000000000000000021e-02 1.400000000000000133e-01 2.520163115082851618e+03
1.000000000000000021e-02 1.499999999999999944e-01 2.481249826802311873e+03
1.000000000000000021e-02 1.600000000000000033e-01 2.443954380737523024e+03
1.000000000000000021e-02 1.700000000000000122e-01 2.407495055845032311e+03
1.000000000000000021e-02 1.799999999999999933e-01 2.371365181108586512e+03
1.000000000000000021e-02 1.900000000000000022e-01 2.335239811346312308e+03
1.000000000000000021e-02 2.000000000000000111e-01 2.298917854481885570e+03
1.000000000000000021e-02 2.099999999999999922e-01 2.262281081666372756e+03
1.000000000000000021e-02 2.200000000000000011e-01 2.225269068345525739e+03
1.000000000000000021e-02 2.300000000000000100e-01 2.187860886992964879e+03
1.000000000000000021e-02 2.399999999999999911e-01 2.150063097694498992e+03
1.000000000000000021e-02 2.500000000000000000e-01 2.111901472057198134e+03
1.000000000000000021e-02 2.600000000000000089e-01 2.073414698067210793e+03
1.000000000000000021e-02 2.700000000000000178e-01 2.034650414861616127e+03
1.000000000000000021e-02 2.800000000000000266e-01 1.995661878817500565e+03
1.000000000000000021e-02 2.899999999999999800e-01 1.956505757627624462e+03
1.000000000000000021e-02 2.999999999999999889e-01 1.917240460835856084e+03
1.000000000000000021e-02 3.099999999999999978e-01 1.877924761695126563e+03
1.000000000000000021e-02 3.200000000000000067e-01 1.838616939453529994e+03
1.000000000000000021e-02 3.300000000000000155e-01 1.799373987276808748e+03
1.000000000000000021e-02 3.400000000000000244e-01 1.760251070725970976e+03
1.000000000000000021e-02 3.500000000000000333e-01 1.721301148593923244e+03
1.000000000000000021e-02 3.599999999999999867e-01 1.682574624251031992e+03
1.000000000000000021e-02 3.699999999999999956e-01 1.644119157484524749e+03
1.000000000000000021e-02 3.800000000000000044e-01 1.605979515018063239e+03
1.000000000000000021e-02 3.900000000000000133e-01 1.568197458068354308e+03
1.000000000000000021e-02 4.000000000000000222e-01 1.530811713124080597e+03
1.000000000000000021e-02 4.100000000000000311e-01 1.493857958090316515e+03
1.000000000000000021e-02 4.199999999999999845e-01 1.457368826773830506e+03
1.000000000000000021e-02 4.299999999999999933e-01 1.421373978383044687e+03
