1.000000000000000000e+02 7.301825810657192051e+02 2.240829743982430955e+01 9.680922730126440001e+01 2.240652108298490930e+01
1.100000000000000000e+02 8.887188762685127585e+02 2.708411273033561883e+01 1.169850882831724448e+02 2.707789548139771796e+01
1.200000000000000000e+02 1.061835952498313418e+03 3.219202682203103905e+01 1.390727533134850091e+02 3.218803001914238848e+01
1.300000000000000000e+02 1.249659487001508751e+03 3.774314194515682175e+01 1.630597878943262913e+02 3.774447421278637194e+01
1.400000000000000000e+02 1.452240994126441365e+03 4.373701401050311688e+01 1.889572942559425428e+02 4.374012263497206732e+01
1.500000000000000000e+02 1.669636873202762217e+03 5.016609350150247337e+01 2.167559465249269124e+02 5.017097848281082406e+01
1.600000000000000000e+02 1.901869772780173662e+03 5.704192673761099286e+01 2.464539683444399998e+02 5.705169670022769424e+01
1.700000000000000000e+02 2.148966338211266702e+03 6.435652011305137421e+01 2.780584651418394060e+02 6.436851052171732590e+01
1.800000000000000000e+02 2.410933230834189089e+03 7.211209407387286774e+01 3.115698810063349811e+02 7.212674901779791981e+01
1.900000000000000000e+02 2.687773115184199924e+03 8.030687226323607320e+01 3.469833309566183743e+02 8.032996490214827645e+01
2.000000000000000000e+02 2.979530844271494061e+03 8.894707193007889146e+01 3.842965945466403355e+02 8.896661185531229421e+01
