1.000000000000000000e+02 6.788582140870857984e+03 3.133493464702041820e+03 1.024829998641507700e+03
1.100000000000000000e+02 8.178062671504449099e+03 3.783895863307407126e+03 1.243392944161314517e+03
1.200000000000000000e+02 9.740404038893757388e+03 4.503363015828654170e+03 1.475768840464297682e+03
1.300000000000000000e+02 1.140051608672365546e+04 5.277797754388302565e+03 1.735543264658190310e+03
1.400000000000000000e+02 1.323076048720395193e+04 6.110553840699139982e+03 2.005549504247028381e+03
1.500000000000000000e+02 1.516457359684864059e+04 7.011522029642947018e+03 2.306478563696146011e+03
1.600000000000000000e+02 1.722719389363192022e+04 7.982634997460991144e+03 2.617980499053373933e+03
1.700000000000000000e+02 1.946705197042319924e+04 8.986944521893747151e+03 2.953584044007584453e+03
1.800000000000000000e+02 2.176375346607528627e+04 1.007913397188531235e+04 3.311583895992953330e+03
1.900000000000000000e+02 2.433023382764076814e+04 1.122043613577261567e+04 3.686409399961121380e+03
2.000000000000000000e+02 2.682372723938897252e+04 1.241801328433211893e+04 4.078742676938418299e+03
