1.000000000000000000e+02 3.062008122878267841e+03 1.478715482772230416e+03 4.421238201768318277e+02 3.887263773538762734e+02
1.100000000000000000e+02 3.699508759202885358e+03 1.786268432013571328e+03 5.339756501410164446e+02 4.695121251785394634e+02
1.200000000000000000e+02 4.397271311562533811e+03 2.122845892627012290e+03 6.344935543189933469e+02 5.579191539428762781e+02
1.300000000000000000e+02 5.155313209037614797e+03 2.488447725923492726e+03 7.436775281810525939e+02 6.539474577405002265e+02
1.400000000000000000e+02 5.973646224255446214e+03 2.883073808535030366e+03 8.615275622680940160e+02 7.575970339068760495e+02
1.500000000000000000e+02 6.852278541691347527e+03 3.306724029039642573e+03 9.880436500520062282e+02 8.688678737822641551e+02
1.600000000000000000e+02 7.791215982511090260e+03 3.759398280678283299e+03 1.123225784827042162e+03 9.877599750129917311e+02
1.700000000000000000e+02 8.790462750596361730e+03 4.241096456691906496e+03 1.267073958066688874e+03 1.114273331470627681e+03
1.800000000000000000e+02 9.850021917534590102e+03 4.751818450809963906e+03 1.419588160533891141e+03 1.248407933829298599e+03
1.900000000000000000e+02 1.096989573663442752e+04 5.291564149834115597e+03 1.580768384279451766e+03 1.390163779380060305e+03
2.000000000000000000e+02 1.215008585515597770e+04 5.860333444340781170e+03 1.750614620688040077e+03 1.539540856798637833e+03
