1.000000000000000000e+02 2.645492713782005012e+02 3.976721174581143714e+02 9.741540907270973548e+01 2.458477865729946643e+00
1.100000000000000000e+02 3.127116343648594921e+02 4.803117903406928235e+02 1.175983754819753813e+02 2.717825964282383211e+00
1.200000000000000000e+02 3.653575220141647151e+02 5.707487815698186751e+02 1.396855964230780955e+02 3.002043058586423285e+00
1.300000000000000000e+02 4.224922633966343710e+02 6.689795384318131255e+02 1.636717428254996776e+02 3.307576434963266365e+00
1.400000000000000000e+02 4.841398393296003633e+02 7.750102781756140757e+02 1.895656964734371286e+02 3.645084234449313954e+00
1.500000000000000000e+02 5.502975852778035915e+02 8.888374480875427253e+02 2.173692337237298489e+02 3.992361996552062919e+00
1.600000000000000000e+02 6.209610603491455549e+02 1.010464600881277875e+03 2.470663673648232361e+02 4.381384144380717771e+00
1.700000000000000000e+02 6.961577980746369576e+02 1.139877525702104322e+03 2.786624264672354911e+02 4.784617146924574627e+00
1.800000000000000000e+02 7.758726994211428973e+02 1.277093986118416069e+03 3.121805036698788172e+02 5.217160037318535615e+00
1.900000000000000000e+02 8.601030998534042737e+02 1.422108653059694916e+03 3.475868481928046094e+02 5.672795566624699859e+00
2.000000000000000000e+02 9.488587693340377882e+02 1.574912644741743861e+03 3.849045526749250712e+02 6.153300091682467610e+00
